航司代码,航司名称,产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票OFFICE,备注,航司结算方式,产品有限期,司结算方式,票证类型
SC,山东航空,SC畅达优享,所有航线,所有舱位,240,60+60+,*SWXJS2,KMG319/KMG279,"1、起飞前 48 小时免费改期 1 次
2、100 元用车优惠券*1 张",,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC畅达优享,所有航线,所有舱位,450,112+112,*SWXJS4,KMG319/KMG279,"1、起飞前 48 小时免费改期 1 次
2、200 元用车优惠券*1 张",,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC升舱优享,所有航线,所有舱位,700,175+175+,*/SWXTC7,KMG319/KMG279,1、赠送 698 元国内通用升舱券 1 张,,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC贵宾室优享,所有航线,所有舱位,200,50+50+,*/SWXGB2,KMG319/KMG279,"1、赠青岛机场山航自营贵宾会员休息
室券 1 张。
2、起飞前 48H 免费改期 1 次",,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC贵宾室优享,所有航线,所有舱位,300,75+75+,*/SWXGB3,KMG319/KMG279,"1、赠烟台机场山航自营贵宾会员休息
室券 1 张。
2、起飞前 48H 免费改期 1 次。",,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC里程加享(机+“里程”),所有航线,所有舱位,100,25+25+,*/LCJX1,KMG319/KMG279,1、起飞前4H免费改期1次2、300额外非定级里程,,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC里程加享(机+“里程”),所有航线,所有舱位,150,37+37,*/LCJX15,KMG319/KMG279,1、起飞前4H免费改期1次2、500额外非定级里程,,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC里程加享(机+“里程”),所有航线,所有舱位,200,50+50+,*/LCJX2,KMG319/KMG279,1、起飞前4H免费改期1次2、800额外非定级里程,,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC里程加享(机+“里程”),所有航线,所有舱位,300,75+75+,*/LCJX3,KMG319/KMG279,1、起飞前4H免费改期1次2、1200额外非定级里程,,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC里程加享(机+“里程”),所有航线,所有舱位,500,125+125+,*/LCJX5,KMG319/KMG279,1、起飞前4H免费改期1次2、2000额外非定级里程,,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC里程加享(100航信商旅优选）),所有航线,所有舱位,100,25+25+,*/HXLCJX1,KMG319/KMG279,"1、起飞前 4H 免费改期 1 次
2、300 额外非定级里程",,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC全能臻享,所有航线,所有舱位,900,225+225+,*SWXQN09,KMG319/KMG279,"1、起飞前 4 小时免费改期 1 次。
2、航班起 24 小时（含）之前，自愿
退票仅收取 180 元固定手续费。
3、3600 额外非定级里程。",,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC全能臻享,所有航线,所有舱位,1000,250+250+,*SWXQN10,KMG319/KMG279,"1、起飞前 4 小时免费改期 1 次。
2、航班起 12 小时（含）之前，自愿
退票仅收取 220 元固定手续费。
3、4000 额外非定级里程。",,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC好礼优享,所有航线,所有舱位,300,75+75+,*/SWXHL3,KMG319/KMG279,1、赠山航特色机长熊一个。,,销售日期：2026 年 4 月 4 日-2026 年 12 月 31 日,,GP/BSP
SC,山东航空,SC免费接送机,济南、青岛、烟台,C/D/W/Y/B/M/U/H,无,无,(GP),KMG319,需要注册，预约免费接送机,,有效,,GP/BSP
SC,山东航空,SC   B舱高,全国航线,"B舱（休息室、免费改、额外行李、鲁雁值累计1鲁雁值=1元、快速安检等选一）
M舱（快速安检、累积积分、5KG选一）     ",无,"首次推60元/人
已注册且使用30元/人",,KMG319,已结算回为准,,有效,,GP/BSP
SC,山东航空,  ,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
SC,山东航空,,,,,,,,,,,,
A6,A6,1、G舱星享经济舱,所有航线,订G舱：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位,150,50.0,GGFA150,KMG319/KMG279,,,"1、舱位：G
2、产品名称：星享经济舱
3、产品标签：“首排座位”、“优先登机”
4、产品说明：可享受经济舱第一排宽距座位、优先登机、空中
服务、机上矿泉水一瓶、毛毯一条、靠枕一个；享受免费托运行李额
20KG。非自愿签转规则：该客票如发生不正常航班，如需签转可签转
至协议航司普通经济舱。
",,
A6,A6,1、G舱星享经济舱,所有航线,订G舱：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位,200,80.0,GGFA200,KMG319/KMG279,,,"1、舱位：G
2、产品名称：星享经济舱
3、产品标签：“首排座位”、“优先登机”
4、产品说明：可享受经济舱第一排宽距座位、优先登机、空中
服务、机上矿泉水一瓶、毛毯一条、靠枕一个；享受免费托运行李额
20KG。非自愿签转规则：该客票如发生不正常航班，如需签转可签转
至协议航司普通经济舱。
",,
A6,A6,1、G舱星享经济舱,所有航线,订G舱：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位,300,120.0,GGFA300,KMG319/KMG279,,,"1、舱位：G
2、产品名称：星享经济舱
3、产品标签：“首排座位”、“优先登机”
4、产品说明：可享受经济舱第一排宽距座位、优先登机、空中
服务、机上矿泉水一瓶、毛毯一条、靠枕一个；享受免费托运行李额
20KG。非自愿签转规则：该客票如发生不正常航班，如需签转可签转
至协议航司普通经济舱。
",,
A6,A6,1、G舱星享经济舱,所有航线,订G舱：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位,400,160.0,GGFA400,KMG319/KMG279,,,"1、舱位：G
2、产品名称：星享经济舱
3、产品标签：“首排座位”、“优先登机”
4、产品说明：可享受经济舱第一排宽距座位、优先登机、空中
服务、机上矿泉水一瓶、毛毯一条、靠枕一个；享受免费托运行李额
20KG。非自愿签转规则：该客票如发生不正常航班，如需签转可签转
至协议航司普通经济舱。
",,
A6,A6,1、G舱星享经济舱,所有航线,订G舱：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位,500,200.0,GGFA500,KMG319/KMG279,,,"1、舱位：G
2、产品名称：星享经济舱
3、产品标签：“首排座位”、“优先登机”
4、产品说明：可享受经济舱第一排宽距座位、优先登机、空中
服务、机上矿泉水一瓶、毛毯一条、靠枕一个；享受免费托运行李额
20KG。非自愿签转规则：该客票如发生不正常航班，如需签转可签转
至协议航司普通经济舱。
",,
A6,A6,2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",150,85.0,XRYA15S,KMG319/KMG279,,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",,
A6,A6,2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",200,110.0,XRYA2B,KMG319/KMG279,,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",,
A6,A6,2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",300,165.0,XRYA3B,KMG319/KMG279,,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",,
A6,A6,2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",400,240.0,XRYA4B,KMG319/KMG279,,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",,
A6,A6,2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",600,360.0,XRYA6B,KMG319/KMG279,,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",,
A6,A6,2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",800,480.0,XRYA8B,KMG319/KMG279,,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",,
A6,A6,3、“优享行李”产品,所有航线,订X舱 关联舱位：A/I/R/J/K/M/L/Q/O 及其子舱位 （XYHA60和XYHA100）,60,0.0,XRYA8B,KMG319/KMG279,,,"1.免费行李20KG
2.订座舱位＋YHA50，订座舱位＋YHA80
3.在客票有效期内，客票退改签按照湖南航空股份有限公司国内客票使用条件（最新版）执行",,
A6,A6,3、“优享行李”产品,所有航线,订X舱 关联舱位：A/I/R/J/K/M/L/Q/O 及其子舱位 （XYHA60和XYHA100）,100,0.0,XRYA8B,KMG319/KMG279,,,"1.免费行李20KG
2.订座舱位＋YHA50，订座舱位＋YHA80
3.在客票有效期内，客票退改签按照湖南航空股份有限公司国内客票使用条件（最新版）执行",,
A6,A6,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",50,20.0,XZA5S,KMG319/KMG279,,前返,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",,
A6,A6,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",100,50.0,XZA1B,KMG319/KMG279,,前返,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",,
A6,A6,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",200,100.0,XZA2B,KMG319/KMG279,,前返,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",,
