产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票office,备注,产品有限期,none,source_sheet,none_2,none_3,none_4,none_5,none_6,none_7,none_8,none_9,none_10,none_11,none_12,none_13,none_14,none_15,none_16,none_17,上浮/下浮价格,政策返点（后返+车辆后返+代理费),票证类型
TV多段优惠,其他(除进出藏)任意两段及以上,M-R(含小舱),15天内优惠折扣/运价基础4%,,15天内优惠折扣/运价基础4%	*YWBAB04,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,出藏任意两段及以上,M-G(含小舱),15天内优惠折扣/运价基础4%,,15天内优惠折扣/运价基础4%	*YWBAC04,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,出藏任意两段及以上,M-R(含小舱),15天内优惠折扣/运价基础6%,,15天内优惠折扣/运价基础6%	*YWBAC06,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,入藏任意两段及以上,M-G(含小舱),15天内优惠折扣/运价基础6%,,15天内优惠折扣/运价基础6%	*YWBAD06,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,入藏任意两段及以上,M-R(含小舱),15天内优惠折扣/运价基础8%,,15天内优惠折扣/运价基础8%	*YWBAD08,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,所有区域任意两段及以上,M-R(含小舱),15天外优惠折扣/运价基础3%,,15天外优惠折扣/运价基础3%	*YWBCA03,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,旅行日期:2026.03.29-2026.06.30,,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,其他(除进出藏)任意两段及以上,M-G(含小舱),15天外优惠折扣/运价基础5%,,15天外优惠折扣/运价基础5%	*YWBCB05,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,其他(除进出藏)任意两段及以上,M-R(含小舱),15天外优惠折扣/运价基础6%,,15天外优惠折扣/运价基础6%	*YWBCB06,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,出藏任意两段及以上,M-G(含小舱),15天外优惠折扣/运价基础6%,,15天外优惠折扣/运价基础6%	*YWBCC06,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,出藏任意两段及以上,M-R(含小舱),15天外优惠折扣/运价基础8%,,15天外优惠折扣/运价基础8%	*YWBCC08,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,入藏任意两段及以上,M-G(含小舱),15天外优惠折扣/运价基础8%,,15天外优惠折扣/运价基础8%	*YWBCD08,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
TV多段优惠,入藏任意两段及以上,M-R(含小舱),15天外优惠折扣/运价基础10%,,15天外优惠折扣/运价基础10%	*YWBCD10,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",,TV,,,,,,,,,,,,,,,,,,,BSP/B2B
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",C/D/R,380.0,266.0,,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",C/D/R,510.0,357.0,,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",B/M/U/H/Q/V/W/S,380.0,266.0,,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",B/M/U/H/Q/V/W/S,510.0,357.0,,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",K/P,380.0,266.0,,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",K/P,510.0,357.0,,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（两舱）,所有航线,C/D/Z/R,160.0,10+96,JGB160,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（两舱）,所有航线,C/D/Z/R,260.0,10+182,JGB260,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（两舱）,所有航线,E,260.0,10+182,JGB260,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（两舱）,所有航线,E,160.0,10+112,JGB160,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（经济舱）,所有航线,B/M/MI/U,200.0,5+120,JGB200,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB200）的模式。
",2025.01.01(含)2025.12.31(含),,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（经济舱）,所有航线,H/H1/Q/QI/V/V1/W/S/S1,200.0,5+120,JGB200,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB201）的模式。
",2025.01.01(含)2025.12.31(含),,ZH,,,,,,,,,,,,,,,,,,,
ZH商务如意行（经济舱）,所有航线,K/P,200.0,2+120,JGB200,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB202）的模式。
",2025.01.01(含)2025.12.31(含),,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（经济舱）,所有航线,B/M/M1/U,140.0,5+84,JGB140,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB203）的模式。
",2025.01.01(含)2025.12.31(含),,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（经济舱）,所有航线,H/H1/Q/QI/V/V1/W/S/S1,140.0,5+84,JGB140,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB204）的模式。
",2025.01.01(含)2025.12.31(含),,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（经济舱）,所有航线,K/P,140.0,2+84,JGB140,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB205）的模式。
",2025.01.01(含)2025.12.31(含),,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（经济舱）,所有航线,K/P,50.0,5+25,JGB50,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB206）的模式。
",2025.01.01(含)2025.12.31(含),,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（经济舱）,所有航线,B/M/M1/U,50.0,5+25,JGB50,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB207）的模式。
",2025.01.01(含)2025.12.31(含),,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH商务如意行（经济舱）,所有航线,H/H1/Q/QI/V/V1/W/S/S1,50.0,2+25,JGB50,KMG319/KMG279/CTU152/SZX146,2025.01.01(含)2025.12.31(含),有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,适用舱位KLE舱,140.0,75.0,运价级别为JGB140,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160
",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,S-M舱，Q/V/W/S,140.0,88.0,运价级别为JGB140,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160
",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,M/U舱,140.0,95.0,运价级别为JGB140,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160
",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,公务舱直加160,160.0,110.0,运价基础JGB160,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160
",有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH鹏程万里,所有航线,M/M1/U,100.0,55.0,*/JGL100（赠送300额外里程）,KMG319/KMG279/CTU152/SZX146,,有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH鹏程万里,所有航线,Q/Q1/V/V1/W/S,100.0,50.0,*/JGL100（赠送300额外里程）,KMG319/KMG279/CTU152/SZX146,,有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH鹏程万里,所有航线,K/E/P,100.0,40.0,*/JGL100（赠送300额外里程）,KMG319/KMG279/CTU152/SZX146,,有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
ZH鹏程万里,所有航线,M/M1/U,150.0,75.0,*/JGL150（赠送500额外里程）,KMG319/KMG279/CTU152/SZX146,,有效,,ZH,,,,,,,,,,,,,,,,,,,BSP/GP
