航司,产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票OFFICE,备注,产品有限期
3、,3、机票Plus（机+积分）,所有线,产品代码：GOOB1 订E舱：V/N/A/U/T/P,380,50,,KMG319/KMG279/SZX146,（二）旅客乘机后，在原有金鹏积分的基础上，额外赠送1000积分（线下渠道）/1500积分（线上渠道）,有效
4、,4、商旅经济E舱,所有线,"代码 GPYN1 净结 20 元；
GPYM1 无代理费                                        外放最低舱位为 X（含）以上
时，上浮 130 元；X 舱（不
含）以下时，上浮 170 元，
且 E 舱价格不得大于经济舱
公布普通票价",130,30,,KMG319/KMG279/SZX146,"（一）经济舱餐食一份（70分钟（含）以下航班插放小吃、小矿泉水，71—90分钟（不含）空中提供饮品及点心盒，90分钟（含）以上航班提供饮品及早餐/正餐/点心）；
（二）经济舱前三排座位；
（三）方案下发日起，金鹏会员乘机可在基础消费积分的基础上额外享受2积分/10元奖励，定级权益以海航统一要求为准；
（四）免费托运行李额20KG；超大手提行李（20×40×55）1件；",有效
5、,5、天津航空会员乐享,"代码 GPYH1 净结 10 元；
代码 GPYJ1 后返 10 元；
GPYG1 无代理费",1.Q舱价格以该航班各渠道经济舱对外开放最低散客舱位（H/K/L/M/X/V/N/A/A1/U/U1/T/T1/P/P1）价格上浮                                             产品代码：HYLX1（线下渠道）,80,20,,KMG319/KMG279/SZX146,"（一）金鹏会员积分：方案执行之日起，金鹏会员乘机可享受基础积分累积；
（二）额外积分奖励：可额外奖励500点金鹏会员积分；；",有效
6、,6、免改添翼,"MGTA1 上浮 300 ，
MGTB1 上浮 500 ，
MGTC1 上浮 700",K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,300,100,,KMG319/KMG279/SZX146,"（一）旅客购买该产品后，在原舱位权益基础上，可额外享有在航班起飞 4 小时前（含）申请改期，可免收变更
费一次，差价正常收取。
（二）代理人销售此高于外放舱位的客票，即可获得额外跨舱代理费奖励，并鼓励代理人给旅客配属其他额外权
益。",有效
6、,6、免改添翼,"MGTA1 上浮 300 ，
MGTB1 上浮 500 ，
MGTC1 上浮 700",K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,500,200,,KMG319/KMG279/SZX146,"（一）旅客购买该产品后，在原舱位权益基础上，可额外享有在航班起飞 4 小时前（含）申请改期，可免收变更
费一次，差价正常收取。
（二）代理人销售此高于外放舱位的客票，即可获得额外跨舱代理费奖励，并鼓励代理人给旅客配属其他额外权
益。",有效
6、,6、免改添翼,"MGTA1 上浮 300 ，
MGTB1 上浮 500 ，
MGTC1 上浮 700",K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,700,350,,KMG319/KMG279/SZX146,"（一）旅客购买该产品后，在原舱位权益基础上，可额外享有在航班起飞 4 小时前（含）申请改期，可免收变更
费一次，差价正常收取。
（二）代理人销售此高于外放舱位的客票，即可获得额外跨舱代理费奖励，并鼓励代理人给旅客配属其他额外权
益。",有效
7、,7、海天无限,所有航线：产品代码：GHLC,Y 舱：0%； B/H/K 舱:7%； L/M/X 舱：10%; V/N/特价舱：12%,下浮,5元/航段,,KMG319/KMG279/SZX146,行李额20kg，航变无忧退改等权益，天津航空所有授权签约代理人,有效
8、,8、优享商旅,所有航线,订舱E  联动H/K/L/M/X 产品代码：THEA1,330,150,,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",有效
8、,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,410,150,,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",有效
8、,8、优享商旅,所有航线,订舱E  联动H/K/L/M/X 产品代码：THEB1,530,280,,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",有效
8、,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610,280,,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",有效
8、,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610,280,,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",有效
8、,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610,280,,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",有效
8、,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610,280,,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",有效
（内,（内容由AI生成，仅供参考）,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610,280,,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",有效
两舱,两舱类,B41   AB41优享公务舱,A,200,30,,KMG319/KMG279,公务舱服务+赠月卡视频会员+华夏PLUS月卡,有效
两舱,两舱类,B42 AB401 超值公务舱,A,7天外(不含)-100,0,,KMG319/KMG279,会员积分,有效
两舱,两舱类,B42 AB402 超值公务舱,A,4-7天(含)-50,0,,KMG319/KMG279,会员积分,有效
两舱,两舱类,B11 AB1101 公务舱至尊积分套餐,A,800,350,,KMG319/KMG279,公务舱服务+5000会员积分+代理人提供权益,有效
两舱,两舱类,B11 AB1102 公务舱至尊积分套餐,A,1200,500,,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效
两舱,两舱类,B02 B0201 机+超经,I,Y*15%,30,,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效
两舱,两舱类,B02 B0202 机+超经,I,Y*20%,90,,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效
两舱,两舱类,B02  B0203 机+超经,I,Y*25%,150,,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效
两舱,两舱类,B02  B0204 机+超经,I,Y*30%,200,,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效
两舱,两舱类,B02  B0205 机+超经,I,Y*35%,260,,KMG319/KMG279,公务舱服务+8000会员积分+代理人提供权益,有效
溢价,溢价类,所有航线：高舱高返,外放经济舱 A01 A0101,160,80,A0101,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效
溢价,溢价类,所有航线：高舱高返,外放经济舱 A01 A0102,260,130,A0102,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效
溢价,溢价类,所有航线：高舱高返,外放经济舱 A01 A0103,360,190,A0103,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效
溢价,溢价类,所有航线：高舱高返,外放经济舱 A01 A0104,460,230,A0104,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效
溢价,溢价类,所有航线：高舱高返,外放经济舱 A01 A0105,560,290,A0105,KMG319/KMG279,赠月卡视频会员+会员积分+代理人提供权益,有效
溢价,溢价类,所有航线：商务优行,V1舱以上 A09,跳舱差价,上浮金额*0.5,,KMG319/KMG279,优先选座+会员积分+代理人提供权益,有效
权益,权益类,所有航线,A05  外放经济舱,100,60,,KMG319/KMG279,双倍会员积分+优先选座,有效
权益,权益类,所有航线,A12  外放经济舱,68,20,,KMG319/KMG279,4小时(含)外免改一次,有效
权益,权益类,所有航线,B22 外放经济舱,160,40,,KMG319/KMG279,出港休息室1次,有效
权益,权益类,指定航线，按照文件操作,订U舱： A1101机+接送机,150,70,A1101,KMG319/KMG279,接/送机一次，出票后CTCM手机会自动收到验证码，服务商不明确,有效
权益,权益类,指定航线，按照文件操作,订U舱：A1102机+接送机,200,100,A1102,KMG319/KMG279,接/送机一次，出票后CTCM手机会自动收到验证码，服务商不明确,有效
权益,权益类,重庆两江经典游船票1张(重庆进出港航班适用),B51 外放经济舱,148,40,,KMG319/KMG279,重庆两江经典游船票1张(重庆进出港航班适用),有效
积分,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识A3101,120,12,A3101,KMG319/KMG279,会员积分500+PLUS月卡+优先选座+行李额,有效
积分,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识A3102,200,80,A3102,KMG319/KMG279,会员积分1000+PLUS月卡+优先选座+行李额,有效
积分,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识A3103,300,120,A3103,KMG319/KMG279,会品积分2000+PLUS月卡+优先选座+行李额,有效
积分,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识 A3104,400,150,A3104,KMG319/KMG279,会员积分3000+PLUS月卡+优先选座+行李额,有效
积分,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识A3105,500,240,A3105,KMG319/KMG279,会员积分4000+PLUS月卡+优先选座+行李颉,有效
积分,积分/行李类,机+20KG行李,订Z舱  运价标识：A31A,130,20,A31A,KMG319/KMG279,20KG托运行李额+会员积分,有效
积分,积分/行李类,机+20KG行李,订Z舱  运价标识：A31A,260,40,A31A,KMG319/KMG279,20KG托运行李额+会员积分,有效
区域,区域产品,助力复工(内蒙航线),M24  订：外放经济舱,80,50,,KMG319/KMG279,代理人提供服务,有效
区域,区域产品,尊享超经(内蒙航线),M33  订B舱,跳舱差价,上浮金额*0.5,,KMG319/KMG279,超经座位+会员积分+代理人提供权益,有效
区域,区域产品,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30,,KMG319/KMG279,享“出新退旧”权益一次,有效
区域,区域产品,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30,,KMG319/KMG279,享“出新退旧”权益一次,有效
区域,区域产品,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30,,KMG319/KMG279,享“出新退旧”权益一次,有效
区域,区域产品,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30,,KMG319/KMG279,享“出新退旧”权益一次,有效
（内,（内容由AI生成，仅供参考）,淮渝随心改(华东),ZD13 订：L1舱以上,跳舱差价,30,,KMG319/KMG279,享“出新退旧”权益一次,有效
南航,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,150,40+60+按段,*YXKMGJT,GP/BSP/B2B,KMG319/KMG279,"PAT:A@01ZYXHAAMD,02EYXKAAMD，南航对应OFFICE号B2B2下单，发送车辆群效验"
南航,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,260,20+170+按段,*YXKMGJL,GP/BSP/B2B,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验
南航,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,420,40+275+按段,*YXKMGJD,GP/BSP/B2B,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验
南航,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,580,50+420+按段,*YXKMGDL,GP/BSP/B2B,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验
南航,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,800,55+545+按段,*YXKMGHP,GP/BSP/B2B,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验
南航,CZ优享飞,成都进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,350,215+25+按段,*YXKMGJH,,KMG319,南航对应OFFICE号B2B2下单，发送车辆群效验
南航,CZ优享飞,贵阳进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,260,160+10+按段,*YXKMGJY,GP/BSP/B2B,KMG319/KMG279,"（备注：南航贵阳进出港东海岸后返160元,验证码发送微信东海岸产品验证码统计群）"
南航,CZ优享飞,全国进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,180,98+按段,*YXKMGXA,GP/BSP/B2B,KMG319/KMG279,"（备注：全国进出港东海岸后返98元,验证码发送微信东海岸产品验证码统计群）"
南航,CZ优享飞,全国进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,280,168+按段,*YXKMGXC,GP/BSP/B2B,KMG319/KMG279,"（备注：全国进出港东海岸后返168元,验证码发送微信东海岸产品验证码统计群）"
南航,CZ里程加享、航班日期截至3.31,全国航线：100里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z,30,12,*YXLABMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,全国航线：300里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z,70,30,*YXEAAMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,全国航线：500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z,100,40,*YXLAAMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,全国航线：800里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z,120,50,*YXLACMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,全国航线：1000里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z,200,80,*YXKAAMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,全国航线：1500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z,300,120,*YXHAAMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,全国航线：2000里程旅行套餐,C/D/I/M/H/K/U/A/L/Q/E/V/Z,400,160,*YXMAAMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,全国航线：3000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z,600,240,*YXMACMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,全国航线：4000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z,800,320,*YXMADMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,全国航线：5000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z,1000,400,*YXMAEMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,明珠舱800里程旅行套餐,订座S舱,,60,"S1??A25 S2??A25 S3??A25 S1??A20 S2??A20 S3??A20 S1??A17 S2??A17 S3??A17 S1??A15 S2??A15 S3??A15
S1??A13 S2??A13 S3??A13",GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期截至3.31,明珠舱2000里程加享,订座S舱,,140,"S1??A45 S1??A40
S1??A35 S1??A30 
S1??A26 S2??A45
S2??A40 S2??A35
S2??A30 S2??A26 
S3??A45 S3??A40
S3??A35 S3??A30 
S3??A26",GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP
南航,CZ里程加享、航班日期自4.1起,全国航线：100里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,7,*YXLABMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,100里程
南航,CZ里程加享、航班日期自4.1起,全国航线：300里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,17,*YXEAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程
南航,CZ里程加享、航班日期自4.1起,全国航线：500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,25,*YXLAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,500里程
南航,CZ里程加享、航班日期自4.1起,全国航线：800里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,30,*YXLACMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,800里程
南航,CZ里程加享、航班日期自4.1起,全国航线：1000里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,50,*YXKAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,1000里程
南航,CZ里程加享、航班日期自4.1起,全国航线：1500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,75,*YXHAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,1500里程
南航,CZ里程加享、航班日期自4.1起,全国航线：2000里程旅行套餐,C/D/I/M/H/K/U/A/L/Q/E/V/Z/T,,100,*YXMAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,2000里程
南航,CZ里程加享、航班日期自4.1起,明珠舱800里程旅行套餐,S,,30,"S1??A25 S2??A25 S3??A25 S1??A20 S2??A20 S3??A20 S1??A17 S2??A17 S3??A17 S1??A15 S2??A15 S3??A15
S1??A13 S2??A13 S3??A13",GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,800里程
南航,CZ里程加享、航班日期自4.1起,明珠舱2000里程旅行套餐,S,,100,"S1??A45 S1??A40
S1??A35 S1??A30 
S1??A26 S2??A45
S2??A40 S2??A35
S2??A30 S2??A26 
S3??A45 S3??A40
S3??A35 S3??A30 
S3??A26",GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,2000里程
南航,CZ里程加享、航班日期自4.1起,全国航线：3000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z/T,,150,*YXMACMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,3000里程
南航,CZ里程加享、航班日期自4.1起,全国航线：4000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z/T,,200,*YXMADMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,4000里程
南航,CZ里程加享、航班日期自4.1起,全国航线：5000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z/T,,250,*YXMAEMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,5000里程
南航,CZ权益包加享、航班日期截至3.31,全国航线,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,25,*YXKAAOA,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP，优先选择前排座位权益
南航,CZ权益包加享、航班日期截至3.31,国内指定航线：行李旅行套餐，10KG额外行李额度,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,95,*YXKAABD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,10KG额外行李额度
南航,CZ权益包加享、航班日期截至3.31,国内指定航线：里程行李旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,140,*YXKAAMA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,500里程+10KG额外行李额
南航,CZ权益包加享、航班日期截至3.31,休息室旅行套餐，适用航线：北京大兴、广州、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,260,55,*YXKAALA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,赠航班当日始发机场指定南航国内休息室服务一次（限广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐）
南航,CZ权益包加享、航班日期截至3.31,休息室旅行套餐，适用航线：武汉、哈尔滨、长春、长沙、重庆、汕头（揭阳）、大连、珠海、沈阳、贵阳、南宁、郑州、昆明、南阳、三亚、南京、西安18个机场。,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,40,*YXKABLA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,赠航班当日始发机场指定南航国内休息室服务一次（除广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐外）
南航,CZ权益包加享、航班日期截至3.31,全国航线：里程+选座旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,50,*YXKABMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程，额外赠前排座位权益
南航,CZ权益包加享、航班日期截至3.31,全国航线：里程+选座旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,120,*YXKAAMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,1200里程，额外赠前排座位权益
南航,CZ权益包加享、航班日期截至3.31,全国航线：里程+选座旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,265,*YXKACMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,3000里程，额外赠前排座位权益
南航,CZ权益包加享、航班日期截至3.31,300里程+明珠舱升舱，航线以实际发布为准,P/B/M/H/K/U,,128,*YXHAAUC,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,额外获赠300里程和明珠经济舱升舱权益
南航,CZ权益包加享、航班日期自4.1起,全国航线：优先选择前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,15,*YXKAAOA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,优先选择前排座位权益
南航,CZ权益包加享、航班日期自4.1起,全国航线：300里程，额外赠前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,32,*YXKABMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程，额外赠前排座位权益
南航,CZ权益包加享、航班日期自4.1起,全国航线：1200里程，额外赠前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,75,*YXKAAMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,1200里程，额外赠前排座位权益
南航,CZ权益包加享、航班日期自4.1起,全国航线：3000里程，额外赠前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,165,*YXKACMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,3000里程，额外赠前排座位权益
南航,CZ权益包加享、航班日期自4.1起,广州、沈阳、北京、大连、南宁、贵阳、海口、郑州、哈尔滨、武汉、长沙、长春、汕头、上海虹桥、上海浦东、深圳、乌鲁木齐、重庆、珠海、昆明、三亚、桂林、温州、合肥、宁波、厦门、福州、银川、西宁、呼和浩特、兰州、北京大兴、杭州、济南、南京、连云港、盐城、徐州、扬州、泰州、阿勒泰、阿克苏、喀什、和田、克拉玛依、库尔勒、伊宁始发国内航线及天津-和田航线。后续新增航线以实际查询结果为准。新增27个场站：常州、太原、青岛、济宁、临沂、菏泽、洛阳、包头、鄂尔多斯、通辽、惠州、临汾、忻州、长治、运城、大同、西安、汉中、延安、安康、榆林、陇南、荆州、襄阳、恩施、十堰、宜昌；义乌、成都天府、塔城、石河子。,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,75,*YXKAABD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,行李旅行套餐。10KG额外行李额度
南航,CZ权益包加享、航班日期自4.1起,广州、沈阳、北京、大连、南宁、贵阳、海口、郑州、哈尔滨、武汉、长沙、长春、汕头、上海虹桥、上海浦东、深圳、乌鲁木齐、重庆、珠海、昆明、三亚、桂林、温州、合肥、宁波、厦门、福州、银川、西宁、呼和浩特、兰州、北京大兴、杭州、济南、南京、连云港、盐城、徐州、扬州、泰州、阿勒泰、阿克苏、喀什、和田、克拉玛依、库尔勒、伊宁始发国内航线及天津-和田航线。后续新增航线以实际查询结果为准。新增27个场站：常州、太原、青岛、济宁、临沂、菏泽、洛阳、包头、鄂尔多斯、通辽、惠州、临汾、忻州、长治、运城、大同、西安、汉中、延安、安康、榆林、陇南、荆州、襄阳、恩施、十堰、宜昌；义乌、成都天府、塔城、石河子。,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,95,*YXKAAMA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,里程行李旅行套餐。500里程+10KG额外行李额
南航,CZ权益包加享、航班日期自4.1起,北京大兴、广州、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,65,*YXKAALA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,休息室旅行套餐.赠航班当日始发机场指定南航国内休息室服务一次（限广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐）
南航,CZ权益包加享、航班日期自4.1起,武汉、哈尔滨、长春、长沙、重庆、汕头（揭阳）、大连、珠海、沈阳、贵阳、南宁、郑州、昆明、南阳、三亚、南京、西安18个机场。,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,40,*YXKABLA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,休息室旅行套餐。赠航班当日始发机场指定南航国内休息室服务一次（除广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐外）
南航,CZ权益包加享、航班日期自4.1起,以实际发布为准,P/B/M/H/K/U,,80,*YXHAAUC,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程+明珠舱升舱。额外获赠300里程和明珠经济舱升舱权益
