产品名称,航线,上浮价格,政策返点,出票OFFICE,备注,产品有限期,airline,airline_name,订座舱位,产品代码,column_10,政策返点（后返+车辆后返+代理费),票证类型,column_11
CZ团队加享、航班日期截至3.31,全国航线：团队升舱加享,,,,享受明珠经济舱升舱权益,2026.01.01-2026.12.31,CZ,中国南方航空,适用舱位：G,G******U*,,20-400,B2B,
CZ团队加享、航班日期自4.1起,全国航线：团队权益包加享,,,,10KG额外行李额度,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******TA,,75,B2B,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,,,,1元里程(5里程),2026.4.1-2026.12.31,CZ,中国南方航空,G,G******TT*,,0.25,B2B,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,,,,300里程,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******TC,,17.5,B2B,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,,,,500里程,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******TD,,25,B2B,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,,,,1000里程,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******TE,,50,B2B,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,,,,1500里程,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******TF,,75,B2B,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,,,,2000里程,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******TG,,100,B2B,
CZ团队加享、航班日期自4.1起,全国航线：国内航意航延综合保障,,,,航意400-700万、医疗5-15万、航延2小时起赔最高赔600、返航或备降赔300。,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******BB,,2026-10-17 00:00:00,B2B,
CZ团队加享、航班日期自4.1起,全国航线：7天交通意外保障,,,,航意300-1000万、医疗5-10万、火车/轮船意外100-150万、汽车意外20-50万。,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******BC,,2026-07-15 00:00:00,B2B,
CZ团队加享、航班日期自4.1起,全国航线：国内行李保障,,,,托运行李损失/丢失0.5-5万、行李延误1000元、航意50万。,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******BD,,2026-06-25 00:00:00,B2B,
CZ团队加享、航班日期自4.1起,全国航线：境内旅行综合保障,,,,航意200万、高风险运动40万、医疗6万、第三者责任5万等。,2026.4.1-2026.12.31,CZ,中国南方航空,G,G*******BE,,2026-12-25 00:00:00,B2B,
CZ团队加享、航班日期自4.1起,全国航线：团队升舱加享,,,,享受明珠经济舱升舱权益,2026.4.1-2026.12.31,CZ,中国南方航空,G,G******U*,,20-400,B2B,
CZ-GP加享、航班日期截至3.31,全国航线：100里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,100里程,2026.01.01-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMA,,12,GP/BSP,
CZ-GP加享、航班日期截至3.31,全国航线：500里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,500里程,2026.01.01-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMG,,40,GP/BSP,
CZ-GP加享、航班日期截至3.31,全国航线：800里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,800里程,2026.01.01-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLACMD,,48,GP/BSP,
CZ-GP加享、航班日期截至3.31,全国航线：1000里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,1000里程,2026.01.01-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMC,,80,GP/BSP,
CZ-GP加享、航班日期截至3.31,全国航线：1500里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,1500里程,2026.01.01-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMH,,120,GP/BSP,
CZ-GP加享、航班日期截至3.31,全国航线：2000里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,2000里程,2026.01.01-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMD,,160,GP/BSP,
CZ-GP加享、航班日期截至3.31,全国航线：300里程+选座权益包,,,KMG319/KMG279/CTU152/SZX146,300里程，优先选择前排座位权益,2026.01.01-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMS,,50,GP/BSP,
CZ-GP加享、航班日期截至3.31,全国航线：300里程+明珠舱升舱,,,KMG319/KMG279/CTU152/SZX146,额外获赠300里程和明珠经济舱升舱权益,2026.01.01-2026.12.31,CZ,中国南方航空,Y/P/B/M/H/K/U,*YDLAAUC,,128,GP/BSP,
CZ-GP加享、航班日期截至3.31,全国航线：退改无忧,,,KMG319/KMG279/CTU152/SZX146,"1.客票有效期内，24小时（含）前免费退票手续费1次，加价金额不退；24小时后按正常退改规则计算手续费。
2.客票有效期内，4小时前免变更手续费；4小时后按正常退改规则计算手续费。
3.赠送300万元航空意外身故及伤残保障，保险期间为客票当次航班。",2026.01.01-2026.12.31,CZ,中国南方航空,Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAARG,,65,GP/BSP,
CZ-GP加享、航班日期自4.1起,全国航线：100里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,100里程,2026.4.1-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMA,,7,GP/BSP,
CZ-GP加享、航班日期自4.1起,全国航线：500里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,500里程,2026.4.1-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMG,,25,GP/BSP,
CZ-GP加享、航班日期自4.1起,全国航线：800里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,800里程,2026.4.1-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLACMD,,30,GP/BSP,
CZ-GP加享、航班日期自4.1起,全国航线：1000里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,1000里程,2026.4.1-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMC,,50,GP/BSP,
CZ-GP加享、航班日期自4.1起,全国航线：1500里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,1500里程,2026.4.1-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMH,,75,GP/BSP,
CZ-GP加享、航班日期自4.1起,全国航线：2000里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,2000里程,2026.4.1-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMD,,100,GP/BSP,
CZ-GP加享、航班日期自4.1起,全国航线：300里程+选座权益包,,,KMG319/KMG279/CTU152/SZX146,300里程，优先选择前排座位权益,2026.4.1-2026.12.31,CZ,中国南方航空,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAAMS,,32,GP/BSP,
CZ-GP加享、航班日期自4.1起,全国航线：300里程+明珠舱升舱,,,KMG319/KMG279/CTU152/SZX146,额外获赠300里程和明珠经济舱升舱权益,2026.4.1-2026.12.31,CZ,中国南方航空,Y/P/B/M/H/K/U,*YDLAAUC,,80,GP/BSP,
CZ-GP加享、航班日期自4.1起,全国航线：退改无忧,,,KMG319/KMG279/CTU152/SZX146,"1.客票有效期内，24小时（含）前免费退票手续费1次，加价金额不退；24小时后按正常退改规则计算手续费。
2.客票有效期内，4小时前免变更手续费；4小时后按正常退改规则计算手续费。
3.赠送300万元航空意外身故及伤残保障，保险期间为客票当次航班。",2026.4.1-2026.12.31,CZ,中国南方航空,Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDLAARG,,40,GP/BSP,
CZ-DK加享、航班日期自4.1起,全国航线：100里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,100里程,2026.4.1-2026.12.31,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDHABMA,,7,GP/BSP/B2B,
CZ-DK加享、航班日期自4.1起,全国航线：300里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,300里程,2026.4.1-2026.12.31,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDHABMB,,17,GP/BSP/B2B,
CZ-DK加享、航班日期自4.1起,全国航线：500里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,500里程,2026.4.1-2026.12.31,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDHABMD,,25,GP/BSP/B2B,
CZ-DK加享、航班日期自4.1起,全国航线：1000里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,1000里程,2026.4.1-2026.12.31,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDHABME,,50,GP/BSP/B2B,
CZ-DK加享、航班日期自4.1起,全国航线：1500里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,1500里程,2026.4.1-2026.12.31,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDHABMF,,75,GP/BSP/B2B,
CZ-DK加享、航班日期自4.1起,全国航线：2000里程旅行套餐,,,KMG319/KMG279/CTU152/SZX146,2000里程,2026.4.1-2026.12.31,CZ,中国南方航空,C/P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDHABMC,,100,GP/BSP/B2B,
CZ-DK加享、航班日期自4.1起,全国航线：300里程+选座权益包,,,KMG319/KMG279/CTU152/SZX146,300里程，优先选择前排座位权益,2026.4.1-2026.12.31,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDKAAMS,,32,GP/BSP/B2B,
CZ-DK加享、航班日期自4.1起,全国航线：变更旅行套餐,,,KMG319/KMG279/CTU152/SZX146,在航班预计离站时间前4小时（含）前自愿变更，免收自愿变更费,2026.4.1-2026.12.31,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q/E/V/Z/T,*YDKABGA,,37,GP/BSP/B2B,
CZ里程/积分加享,明珠舱300里程加享,320,,KMG319/KMG279/CTU152/SZX146,BSP B2B,有效,CZ,中国南方航空,P/B/M/H/K/U,*YXHAAUC,,128,GP/BSP,
CZ退改加享,金牌退改,400,,KMG319/KMG279/CTU152/SZX146,"1.航班起飞前4小时以外变更，免收变更手续费，正常收取票价差；4小时以内变更，按客票使用规则收取变更手续费。
2.航班起飞前24小时以外退票，免收退票手续费；24小时以内退票，按客票使用规则收取退票手续费。",有效,CZ,中国南方航空,C/D/I/P/B/M/H/K/U/A/L/Q,*YXKABRG,,,GP/BSP/B2B,
CZ退改加享,金牌退改,200,,KMG319/KMG279/CTU152/SZX146,"1.航班起飞前4小时以外变更，免收变更手续费，正常收取票价差；4小时以内变更，按客票使用规则收取变更手续费。
2.航班起飞前24小时以外退票，免收退票手续费；24小时以内退票，按客票使用规则收取退票手续费。
3.客票成行后赠3000里程。",有效,CZ,中国南方航空,C/D/I/P/B/M/H/K/U/A/L/Q,*YXKACRG,,80,GP/BSP/B2B,
CZ退改加享,退票优惠,160,,KMG319/KMG279/CTU152/SZX146,航班预计离站时间前72小时（含）前，仅收取“退票优惠”产品加价部分作为优惠定额退票费。,有效,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q,*YXKAARD,,65,GP/BSP/B2B,
CZ指定航线里程旅行套餐,100里程,100,,KMG319/KMG279/CTU152/SZX146,全渠道,有效,CZ,中国南方航空,B/M/H/U/A/L/E/V/Z/T/N,,,40,GP/BSP/B2B,
CZ指定航线里程旅行套餐,500里程,,,KMG319/KMG279/CTU152/SZX146,全渠道,有效,CZ,中国南方航空,B/M/H/U/A/L/E/V/Z/T/N,,,90,GP/BSP/B2B,
CZ权益包加享,行李加享,80,,KMG319/KMG279/CTU152/SZX146,5KG额外行李额度,有效,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q/E/V/Z,*YXLAABD,,30,GP/BSP/B2B,
CZ权益包加享,全国航线：里程行李加享,150,,KMG319/KMG279/CTU152/SZX146,500里程+5KG额外行李额,有效,CZ,中国南方航空,P/B/M/H/K/U/A/L/Q/E/V/Z,*YXLAAMA,,60,GP/BSP/B2B,
3U全国免改易行,全国航线(4季度政策变动）,150,80按段,KMG319/KMG279/CTU152,起飞四小时外免首次改期费,有效,3U,四川航空,N/K/R/V/E/L/S/G/H,*/0KJM1,,,GP/BSP/B2B,
3U全国免改易行,全国航线(5季度政策变动）,250,120+按段,KMG319/KMG279/CTU152,起飞四小时外免两次改期费,有效,3U,四川航空,N/K/R/V/E/L/S/G/H,*/0KJM2,,,GP/BSP/B2B,
3U免改易行,川航国内航线,"T-N舱公布运价+150元
Q/M舱市场净价+150元","T-N舱55元
Q/M舱45元",KMG319,起飞四小时外免首次改期,航班日期2026年3月29日-2026年10月24日,3U,四川航空,T/H/G/L/E/R/K/N/Q/M,"*/0KJM1
***/0KJM1",,,GP/BSP/B2B,
3U免改易行,川航国内航线,"T-N舱公布运价+250元
Q/M舱市场净价+250元","T-N舱95元
Q/M舱80元",KMG319,起飞四小时外免首次改期,航班日期2026年3月29日-2026年10月24日,3U,四川航空,T/H/G/L/E/R/K/N/Q/M,"*/0KJM2
***/0KJM2",,,GP/BSP/B2B,
"3U接送产品
出行管家",昆明进出港,150,120+按段,KMGG319,接送机产品    同邦,有效,3U,四川航空,N/K/R/V/E/L/S/G/H,*/6JAH2,,,GP/BSP/B2B,
"3U接送产品
UP出行管家",昆明进出港,280,240+按段,KMGG319,同邦,有效,3U,四川航空,N舱以上,*/6JAH3,,,GP/BSP/B2B,
"3U接送产品
UP出行管家",昆明进出港,350,300+按段,KMGG319,同邦 产品权益：代理人提供车接送，川航昆明长水机场贵宾休息室服务权益。,有效,3U,四川航空,经济舱N-G舱,*/6JAH4,,,GP/BSP/B2B,
"3U接送产品
UP出行管家",昆明进出港,500,400+按段,KMGG319,同邦 产品权益：代理人提供车接送，川航昆明长水机场贵宾休息室服务,有效,3U,四川航空,经济舱N-G舱,*/6JAH5,,,GP/BSP/B2B,
3U 礼遇加享(机+X),所有航线,溢价部分,0.6,KMG319/KMG279/CTU152,（例如：订座E舱，运价标识为0LJG1。JG1为固定标识，05代表差价折扣率*E舱-K舱0.5个折扣。V舱代表外放最低舱位）运价标识：0LJG1,有效,3U,四川航空,T/H/G/L/E/R/ K/N,*/0LJG1,,,GP/BSP/B2B,
3U机+X,川航国内航线,最低开放舱位公布运价+指定比例,溢价部分50%,KMG319,川航专属客户经理服务+服务商提供自有服务权益,航班日期2026年3月29日-2026年10月24日,3U,四川航空,T/H/G/L/E/R/K,*/0LJG1,,,GP/BSP/B2B,
3U机+接送车,川航天府进出港国内航线,"T-N舱公布运价+150元
Q/M舱市场净价+150元","T-N舱55元
Q/M舱45元",KMG319,赠送300元天府行接送车券,航班日期2026年3月29日-2026年10月24日,3U,四川航空,T/H/G/L/E/R/K/N/Q/M,"*/0CJJF
***/0CJJF",,,GP/BSP/B2B,
3U机+优享选座,川航国内航线,"T-N舱公布运价+100元
Q/M舱市场净价+100元","T-N舱35元
Q/M舱30元",KMG319,航班起飞48小时之前优享选座,航班日期2026年3月29日-2026年10月24日,3U,四川航空,W,"*/0DJXZ
***/0DJXZ",,,GP/BSP/B2B,
"3U机+选座+休息室组
合产品","川航双流、天府、重庆、北
京出港国内航线","T-N舱公布运价+150元
Q/M舱市场净价+150元","T-N舱55元
Q/M舱45元",KMG319,"航班起飞48小时之前优享选座+赠送川航自营休息室通
用卡券一张（双流、天府、重庆、北京）",航班日期2026年3月29日-2026年10月24日,3U,四川航空,W,"*/0DJEQ
***/0DJEQ",,,GP/BSP/B2B,
"3U机+选座+休息室组
合产品","川航部分国内航线（第三方
休息室资源覆盖航点）","T-N舱公布运价+150元
Q/M舱市场净价+150元","T-N舱55元
Q/M舱45元",KMG319,"航班起飞48小时之前优享选座+赠送第三方休息室通用
卡券一张",航班日期2026年3月29日-2026年10月24日,3U,四川航空,W,"*/0DJFQ
***/0DJFQ",,,GP/BSP/B2B,
"3U机+选座+休息室+快
速安检组合产品","川航部分国内航线（第三方
休息室资源覆盖航点）","T-N舱公布运价+200元
Q/M舱市场净价+200元","T-N舱55元
Q/M舱45元",KMG319,"航班起飞48小时之前优享选座+自营休息室卡券一张+快
速安检券一张",航班日期2026年3月29日-2026年10月24日,3U,四川航空,W,"*/0DJGQ
***/0DJGQ",,,GP/BSP/B2B,
"3U机+选座+休息室+快
速安检组合产品","川航部分国内航线（休息室
、快速安检资源覆盖航点）","T-N舱公布运价+200元
Q/M舱市场净价+200元","T-N舱75元
Q/M舱60元",KMG319,"航班起飞48小时之前优享选座+第三方休息室卡券一张+
快速安检券一张",航班日期2026年3月29日-2026年10月24日,3U,四川航空,W,"*/0DJHQ
***/0DJHQ",,,GP/BSP/B2B,
3U优惠退票,川航国内航线,"T-N舱公布运价+200元
Q/M舱市场净价+200元"," T-N舱75元
Q/M舱60元",KMG319,"自愿退票时间在航班计划离站时间48小时（含）前，退
票费率按照航班计划离站时间168小时（含）前费率执行",航班日期2026年3月29日-2026年10月24日,3U,四川航空,T/H/G/L/E/R/K/N/Q/M,"*/0KJTP
***/0KJTP",,,GP/BSP/B2B,
3U里程加享,川航国内航线,"T-N舱公布运价+50元
Q/M舱市场净价+50元","T-N舱15元
Q/M舱10元",KMG319,赠送额外500里程,航班日期2026年3月29日-2026年10月24日,3U,四川航空,T/H/G/L/E/R/K/N/Q/M,"*/0KJL1
***/0KJL1",,,GP/BSP/B2B,
3U里程加享,川航国内航线,"T-N舱公布运价+100元
Q/M舱市场净价+100元","T-N舱35元
Q/M舱30元",KMG319,赠送额外1000里程,航班日期2026年3月29日-2026年10月24日,3U,四川航空,T/H/G/L/E/R/K/N/Q/M,"*/0KJL2
***/0KJL2",,,GP/BSP/B2B,
3U里程加享,川航国内航线,"T-N舱公布运价+150元
Q/M舱市场净价+150元","T-N舱55元
Q/M舱45元",KMG319,赠送额外1500里程,航班日期2026年3月29日-2026年10月24日,3U,四川航空,T/H/G/L/E/R/K/N/Q/M,"*/0KJL3
***/0KJL3",,,GP/BSP/B2B,
3U里程加享,川航国内航线,"T-N舱公布运价+200元
Q/M舱市场净价+200元","T-N舱75元
Q/M舱60元",KMG319,赠送额外2000里程,航班日期2026年3月29日-2026年10月24日,3U,四川航空,T/H/G/L/E/R/K/N/Q/M,"*/0KJL4
***/0KJL4",,,GP/BSP/B2B,
3U里程加享,川航国内航线,"I/J舱公布运价+400元
T-N舱公布运价+400元
Q/M舱市场净价+400元","I/J舱160元
T-N舱160元
Q/M舱140元",KMG319,赠送额外4000里程,航班日期2026年3月29日-2026年10月24日,3U,四川航空,I/J/T/H/G/L/E/R/K/N/Q/M,"*/0KJL5
*/0KJL5
***/0KJL5",,,GP/BSP/B2B,
3U里程加享,川航国内航线,"I/J舱公布运价+800元
T-N舱公布运价+800元
Q/M舱市场净价+800元","I/J舱330元
T-N舱330元
Q/M舱300元",KMG319,赠送额外8000里程,航班日期2026年3月29日-2026年10月24日,3U,四川航空,I/J/T/H/G/L/E/R/K/N/Q/M,"*/0KJL8
*/0KJL8
***/0KJL8",,,GP/BSP/B2B,
3U里程加享,川航国际地区航线,"单程+100元
往返+200元","单程40元
往返80元",KMG319,"单程赠送额外1000里程
往返赠送额外1000里程",航班日期2026年3月29日-2026年10月24日,3U,四川航空,"C/I/J/P/Y/T/W/H/M/G/S/L/Q
/E/V/R/N","*M01**
*M11**",,,GP/BSP/B2B,
3U里程加享,川航国际地区航线,"单程+200元
往返+400元","单程80元
往返160元",KMG319,"单程赠送额外2000里程
往返赠送额外4000里程",航班日期2026年3月29日-2026年10月24日,3U,四川航空,"C/I/J/P/Y/T/W/H/M/G/S/L/Q
/E/V/R/N","*M02**
*M12**",,,GP/BSP/B2B,
3U里程加享,川航国际地区航线,"单程+500元
往返+1000元","单程200元
往返400元",KMG319,"单程赠送额外5000里程
往返赠送额外10000里程",航班日期2026年3月29日-2026年10月24日,3U,四川航空,"C/I/J/P/Y/T/W/H/M/G/S/L/Q
/E/V/R/N","*M05**
*M15**",,,GP/BSP/B2B,
3U行李加享,川航国际地区航线,动态定价,/,KMG319,额外1件免费托运行李额,航班日期2026年3月29日-2026年10月24日,3U,四川航空,"Y/T/W/H/M/G/S/L/Q/E/V/R/
N/U/X/K/B",***BE***,,,GP/BSP/B2B,
3U航段加速/Q/M舱加价,所有航线,50,20,KMG319/KMG279/CTU152,运价标识：YTD4NQF1 前返,有效,3U,四川航空,订：Q/M 舱  Q/M舱加价,YTD4NQF1,,,GP/BSP/B2B,
3U航段加速/Q/M舱加价,所有航线,100,40,KMG319/KMG279/CTU152,运价标识：YTD4NQF2 前返,有效,3U,四川航空,订：Q/M 舱  Q/M舱加价,YTD4NQF2,,,GP/BSP/B2B,
3U航段加速/Q/M舱加价,所有航线,200,120,KMG319/KMG279/CTU152,运价标识：YTD4KGJ3（高舱高奖）,有效,3U,四川航空,订：Q/M 舱  Q/M舱加价,YTD4KGJ3,,,GP/BSP/B2B,
3U航段加速/Q/M舱加价,所有航线,400,240,KMG319/KMG279/CTU152,运价标识：YTD4EGJ4（高舱高奖）,有效,3U,四川航空,订：Q/M 舱  Q/M舱加价,YTD4EGJ4,,,GP/BSP/B2B,
3U川航大客户后返,"白名单是战狼队的非GP白名单，
请出到川航票的必须要带客户号，
后返结回来后会补给大家。（3折以上7%）
",（3折以上7%）,后返7%,KMG319,PAT A#CLFY001MAKM,有效,3U,四川航空,"大客户号：LFY001MAKM
（100%白名单）",LFY001MAKM,,,GP/BSP/B2B,
3U往返程免改产品,往返订一起外放减优惠Y舱5%,优惠Y5%,40/每段,KMG319/KMG279/CTU152,"运价标识：WF1R+WF2R,2小时前免费改签",有效,3U,四川航空,N-Y舱 往返订一起,WF1R+WF2R,,,GP/BSP/B2B,
3U里程加享,所有航线,60,10,KMG319/KMG279/CTU152,赠送额外500里程,有效,3U,四川航空,T-N舱公布运价+60元，LTMC+60+舱位代码,LTMC+60+舱位代码,,,GP/BSP/B2B,
3U里程加享,所有航线,100,40,KMG319/KMG279/CTU152,赠送额外1000里程,有效,3U,四川航空,H-N舱公布运价+100元，LTMC+100+舱位代码,LTMC+100+舱位代码,,,GP/BSP/B2B,
3U里程加享,所有航线,150,60,KMG319/KMG279/CTU152,赠送额外1500里程,有效,3U,四川航空,H-N舱公布运价+150元，LTMC+150+舱位代码,LTMC+150+舱位代码,,,GP/BSP/B2B,
3U里程加享,所有航线,200,80,KMG319/KMG279/CTU152,赠送额外2000里程,有效,3U,四川航空,G-N舱公布运价+200元，LTMC+200+舱位代码,LTMC+200+舱位代码,,,GP/BSP/B2B,
3U机+接送车,所有航线,300,200,KMG319/KMG279/CTU152,服务商提供接送机,有效,3U,四川航空,I/J  舱位代码+ZX,舱位代码+ZX,,,GP/BSP/B2B,
3U机+优先选座,所有航线,T-N舱公布运价+5%Y舱公布运价,15,KMG319/KMG279/CTU152,航班起飞48小时之前优先选座,有效,3U,四川航空,W舱  YW5+舱位代码,YW5+舱位代码,,,GP/BSP/B2B,
3U机+休息室,川航部分航点始发 国内航线 机+休息室,200,50,KMG319/KMG279/CTU152,川航天府出港国内航线,有效,3U,四川航空,W舱  YGB+TFU+舱位代码,YGB+TFU+舱位代码,,,GP/BSP/B2B,
3U机+休息室,赠送重庆机场川航自营休息室一次,110,50,KMG319/KMG279/CTU152,川航重庆出港国内航线,有效,3U,四川航空,W舱 YGB+CKG+舱位代码,YGB+CKG+舱位代码,,,GP/BSP/B2B,
3U 礼遇加享(机+X),所有航线,40,20+按段,KMG319/KMG279/CTU152,服务商提供自有服务,有效,3U,四川航空,T/H/G/L/E/R/ K/N  QF+40+舱位代码,QF+40+舱位代码,,,GP/BSP/B2B,
3U 礼遇加享(机+X),所有航线,80,40+按段,KMG319/KMG279/CTU152,服务商提供自有服务,有效,3U,四川航空,T/H/G/L/E/R/ K/N  QF+80+舱位代码,QF+80+舱位代码,,,GP/BSP/B2B,
3U优惠退票,优惠退票,180,100+按段,KMG319/KMG279/CTU152,"自愿退票时间在航班计划离站时间72小时
（含）前，退票费率按照航班计划离站时间
168小时（含）前费率执行",有效,3U,四川航空,H/G/L/E/R/K/N,YHTP+舱位代码,,,GP/BSP/B2B,
"CA加里惠退
、航班日期截至3.31",所有航线,60,30,KMG319/CTU152/SZX146,200 KM非定级里程+48H外退票费率按照8折收取,有效,CA,中国国航,H/QN/W/S/L/P/K,CA6Z253543,,,GP/BSP/B2B,
"CA加里惠退
、航班日期截至3.31",所有航线,100,40,KMG319/CTU152/SZX146,300 KM非定级里程+48H外退票费率按照8折收取,有效,CA,中国国航,H/Q/V/W/S/L/P/K,CA6Z253551,,,GP/BSP/B3B,
"CA加里惠退
、航班日期截至3.31",所有航线,150,65,KMG319/CTU152/SZX146,500KM非定级里程+48H外退票费率按照8折收取,有效,CA,中国国航,H/QN/W/S/L/P/K,CA6Z253549,,,GP/BSP/B4B,
"CA加里惠退
、航班日期截至3.31",所有航线,200,75,KMG319/CTU152/SZX146,800 KM非定级里程+48H外退票费率按照8折收取,有效,CA,中国国航,H/Q/V/W/S/L/P/K,CA6Z253544,,,GP/BSP/B5B,
"CA加里惠退
、航班日期截至3.31",所有航线,300,80,KMG319/CTU152/SZX146,1200KM非定级里程+48H外退票费率按照8折收取,有效,CA,中国国航,H/Q/V/W/S/L/P/K,CA6Z253552,,,GP/BSP/B6B,
"CA加里惠退
、航班日期截至3.31",所有航线,200,90,KMG319/CTU152/SZX146,800 KM非定级里程+48H外退票费率按照8折收取,有效,CA,中国国航,D/Z/R,CA6A253550,,,GP/BSP/B7B,
"CA加里惠退
、航班日期截至3.31",所有航线,300,100,KMG319/CTU152/SZX146,1200 KM非定级里程+48H外退票费率按照8折收取,有效,CA,中国国航,D/Z/R,CA6A253540,,,GP/BSP/B8B,
"CA加里惠退
、航班日期截至3.31",所有航线,450,125,KMG319/CTU152/SZX146,1500 KM非定级里程+48H外退票费率按照8折收取,有效,CA,中国国航,D/Z/R,CA6A253541,,,GP/BSP/B9B,
"CA加里惠退
、航班日期4.1-6.30",所有航线,60,15,KMG319/CTU152/SZX146,"赠送里程：200km,48H外退票费率按照8折收取",旅行日期4月1日至6月30日,CA,中国国航,H/Q/V/W/S/L/P/K,CA6Z253543,,,GP/BSP/B9B,
"CA加里惠退
、航班日期4.1-6.30",所有航线,100,25,KMG319/CTU152/SZX146,"赠送里程：300km,48H外退票费率按照8折收取",旅行日期4月1日至6月30日,CA,中国国航,H/Q/V/W/S/L/P/K,CA6Z253551,,,GP/BSP/B9B,
"CA加里惠退
、航班日期4.1-6.30",所有航线,150,35,KMG319/CTU152/SZX146,"赠送里程：500km,48H外退票费率按照8折收取",旅行日期4月1日至6月30日,CA,中国国航,H/Q/V/W/S/L/P/K,CA6Z253549,,,GP/BSP/B9B,
"CA加里惠退
、航班日期4.1-6.30",所有航线,200,50,KMG319/CTU152/SZX146,"赠送里程：800km,48H外退票费率按照8折收取",旅行日期4月1日至6月30日,CA,中国国航,H/Q/V/W/S/L/P/K,CA6Z253544,,,GP/BSP/B9B,
"CA加里惠退
、航班日期4.1-6.30",所有航线,300,75,KMG319/CTU152/SZX146,"赠送里程：1200km,48H外退票费率按照8折收取",旅行日期4月1日至6月30日,CA,中国国航,H/Q/V/W/S/L/P/K,CA6Z253552,,,GP/BSP/B9B,
